"","X","Y"
"12431","ENSG00000262692",""
"12432","ENSG00000177602","HASPIN"
"12433","ENSG00000074356","NCBP3"
"12434","ENSG00000004660","CAMKK1"
"12435","ENSG00000074755","ZZEF1"
"12436","ENSG00000167740","CYB5D2"
"12437","ENSG00000185722","ANKFY1"
"12438","ENSG00000132388","UBE2G1"
"12439","ENSG00000183018","SPNS2"
"12440","ENSG00000132382","MYBBP1A"
"12441","ENSG00000141456","PELP1"
"12442","ENSG00000141480","ARRB2"
"12443","ENSG00000161920","MED11"
"12444","ENSG00000161921","CXCL16"
"12445","ENSG00000280254",""
"12446","ENSG00000142507","PSMB6"
"12447","ENSG00000129219","PLD2"
"12448","ENSG00000141503","MINK1"
"12449","ENSG00000185245","GP1BA"
"12450","ENSG00000108528","SLC25A11"
"12451","ENSG00000108523","RNF167"
"12452","ENSG00000108518","PFN1"
"12453","ENSG00000108515","ENO3"
"12454","ENSG00000091640","SPAG7"
"12455","ENSG00000108509","CAMTA2"
"12456","ENSG00000196388","INCA1"
"12457","ENSG00000129250","KIF1C"
"12458","ENSG00000180787","ZFP3"
"12459","ENSG00000167840","ZNF232"
"12460","ENSG00000234327",""
"12461","ENSG00000129204","USP6"
"12462","ENSG00000180626","ZNF594"
"12463","ENSG00000029725","RABEP1"
"12464","ENSG00000108559","NUP88"
"12465","ENSG00000129197","RPAIN"
"12466","ENSG00000263272",""
"12467","ENSG00000108561","C1QBP"
"12468","ENSG00000005100","DHX33"
"12469","ENSG00000072849","DERL2"
"12470","ENSG00000167842","MIS12"
"12471","ENSG00000091592","NLRP1"
"12472","ENSG00000129195","PIMREG"
"12473","ENSG00000091622","PITPNM3"
"12474","ENSG00000198920","KIAA0753"
"12475","ENSG00000282936",""
"12476","ENSG00000129235","TXNDC17"
"12477","ENSG00000108590","MED31"
"12478","ENSG00000256806","C17orf100"
"12479","ENSG00000132530","XAF1"
"12480","ENSG00000215067","ALOX12-AS1"
"12481","ENSG00000262089",""
"12482","ENSG00000108839","ALOX12"
"12483","ENSG00000219200","RNASEK"
"12484","ENSG00000258315","C17orf49"
"12485","ENSG00000174327","SLC16A13"
"12486","ENSG00000141505","ASGR1"
"12487","ENSG00000132535","DLG4"
"12488","ENSG00000072778","ACADVL"
"12489","ENSG00000199053","MIR324"
"12490","ENSG00000004975","DVL2"
"12491","ENSG00000040633","PHF23"
"12492","ENSG00000170296","GABARAP"
"12493","ENSG00000279641",""
"12494","ENSG00000175826","CTDNEP1"
"12495","ENSG00000170291","ELP5"
"12496","ENSG00000181885","CLDN7"
"12497","ENSG00000132507","EIF5A"
"12498","ENSG00000132522","GPS2"
"12499","ENSG00000215041","NEURL4"
"12500","ENSG00000072818","ACAP1"
"12501","ENSG00000213859","KCTD11"
"12502","ENSG00000174292","TNK1"
"12503","ENSG00000187838","PLSCR3"
"12504","ENSG00000205544","TMEM256"
"12505","ENSG00000169992","NLGN2"
"12506","ENSG00000181284","TMEM102"
"12507","ENSG00000170175","CHRNB1"
"12508","ENSG00000174282","ZBTB4"
"12509","ENSG00000181222","POLR2A"
"12510","ENSG00000239697","TNFSF12"
"12511","ENSG00000161955","TNFSF13"
"12512","ENSG00000161956","SENP3"
"12513","ENSG00000161960","EIF4A1"
"12514","ENSG00000233223",""
"12515","ENSG00000129255","MPDU1"
"12516","ENSG00000129194","SOX15"
"12517","ENSG00000129245","FXR2"
"12518","ENSG00000129214","SHBG"
"12519","ENSG00000141504","SAT2"
"12520","ENSG00000141510","TP53"
"12521",NA,NA
"12522","ENSG00000141499","WRAP53"
"12523","ENSG00000108947","EFNB3"
"12524","ENSG00000183914","DNAH2"
"12525","ENSG00000132510","KDM6B"
"12526","ENSG00000183011","NAA38"
"12527","ENSG00000280046",""
"12528","ENSG00000170004","CHD3"
"12529","ENSG00000179859","RNF227"
"12530","ENSG00000170049","KCNAB3"
"12531","ENSG00000170043","TRAPPC1"
"12532","ENSG00000170037","CNTROB"
"12533","ENSG00000179094","PER1"
"12534","ENSG00000220205","VAMP2"
"12535","ENSG00000179029","TMEM107"
"12536","ENSG00000196544","BORCS6"
"12537","ENSG00000178999","AURKB"
"12538","ENSG00000178977","LINC00324"
"12539","ENSG00000178971","CTC1"
"12540","ENSG00000178921","PFAS"
"12541","ENSG00000269947",""
"12542","ENSG00000125434","SLC25A35"
"12543","ENSG00000108961","RANGRF"
"12544","ENSG00000265749",""
"12545","ENSG00000161970","RPL26"
"12546","ENSG00000166579","NDEL1"
"12547","ENSG00000133026","MYH10"
"12548","ENSG00000170310","STX8"
"12549","ENSG00000271851",""
"12550","ENSG00000154914","USP43"
"12551","ENSG00000007237","GAS7"
"12552","ENSG00000109063","MYH3"
"12553","ENSG00000133028","SCO1"
"12554","ENSG00000170222","ADPRM"
"12555","ENSG00000187824","TMEM220"
"12556","ENSG00000154957","ZNF18"
"12557","ENSG00000065559","MAP2K4"
"12558","ENSG00000006740","ARHGAP44"
"12559","ENSG00000006744","ELAC2"
"12560","ENSG00000236088","COX10-AS1"
"12561","ENSG00000006695","COX10"
"12562",NA,NA
"12563","ENSG00000125430","HS3ST3B1"
"12564","ENSG00000266709",""
"12565","ENSG00000230897","RPS18P12"
"12566","ENSG00000109099","PMP22"
"12567","ENSG00000239704","CDRT4"
"12568","ENSG00000175106","TVP23C"
"12569","ENSG00000223878","PPIAP53"
"12570","ENSG00000241322","CDRT1"
"12571","ENSG00000221926","TRIM16"
"12572","ENSG00000187607","ZNF286A"
"12573","ENSG00000179277","MEIS3P1"
"12574","ENSG00000265519",""
"12575","ENSG00000276855",""
"12576","ENSG00000170425","ADORA2B"
"12577","ENSG00000214941","ZSWIM7"
"12578","ENSG00000011295","TTC19"
"12579","ENSG00000275413",""
"12580","ENSG00000141027","NCOR1"
"12581","ENSG00000227782",""
"12582","ENSG00000108474","PIGL"
"12583","ENSG00000166582","CENPV"
"12584","ENSG00000170315","UBB"
"12585","ENSG00000187688","TRPV2"
"12586","ENSG00000175061","SNHG29"
"12587","ENSG00000266651",""
"12588","ENSG00000181350","LRRC75A"
"12589","ENSG00000141040","ZNF287"
"12590","ENSG00000197566","ZNF624"
"12591","ENSG00000133030","MPRIP"
"12592","ENSG00000263624",""
"12593","ENSG00000278864",""
"12594","ENSG00000179598","PLD6"
"12595","ENSG00000154803","FLCN"
"12596","ENSG00000141030","COPS3"
"12597","ENSG00000205309","NT5M"
"12598","ENSG00000215030","RPL13P12"
"12599","ENSG00000141026","MED9"
"12600","ENSG00000108551","RASD1"
"12601","ENSG00000133027","PEMT"
"12602","ENSG00000265511",""
"12603","ENSG00000108557","RAI1"
"12604","ENSG00000072310","SREBF1"
"12605","ENSG00000175662","TOM1L2"
"12606","ENSG00000197815",""
"12607","ENSG00000171962","DRC3"
"12608","ENSG00000171953","ATPAF2"
"12609","ENSG00000280198",""
"12610","ENSG00000141034","GID4"
"12611","ENSG00000108591","DRG2"
"12612","ENSG00000091542","ALKBH5"
"12613","ENSG00000131899","LLGL1"
"12614","ENSG00000177731","FLII"
"12615","ENSG00000177427","MIEF2"
"12616","ENSG00000177302","TOP3A"
"12617","ENSG00000176994","SMCR8"
"12618","ENSG00000176974","SHMT1"
"12619","ENSG00000273018","FAM106A"
"12620",NA,NA
"12621","ENSG00000154874","CCDC144B"
"12622","ENSG00000174977",""
"12623","ENSG00000249459","ZNF286B"
"12624",NA,NA
"12625","ENSG00000108448","TRIM16L"
"12626","ENSG00000171931","FBXW10"
"12627","ENSG00000171928","TVP23B"
"12628","ENSG00000141127","PRPSAP2"
"12629","ENSG00000188522","FAM83G"
"12630","ENSG00000072134","EPN2"
"12631","ENSG00000108641","B9D1"
"12632","ENSG00000166484","MAPK7"
"12633","ENSG00000166482","MFAP4"
"12634","ENSG00000128482","RNF112"
"12635","ENSG00000142494","SLC47A1"
"12636","ENSG00000072210","ALDH3A2"
"12637","ENSG00000108602","ALDH3A1"
"12638","ENSG00000083290","ULK2"
"12639","ENSG00000270091",""
"12640","ENSG00000108599","AKAP10"
"12641","ENSG00000128487","SPECC1"
"12642","ENSG00000154898","CCDC144CP"
"12643","ENSG00000189423","USP32P3"
"12644","ENSG00000188013","MEIS3P2"
"12645","ENSG00000124422","USP22"
"12646","ENSG00000109016","DHRS7B"
"12647","ENSG00000178307","TMEM11"
"12648","ENSG00000235530",""
"12649","ENSG00000274180","NATD1"
"12650","ENSG00000034152","MAP2K3"
"12651","ENSG00000212719","LINC02693"
"12652","ENSG00000263563","UBBP4"
"12653","ENSG00000109046","WSB1"
"12654","ENSG00000265683","SYPL1P2"
"12655","ENSG00000141068","KSR1"
"12656","ENSG00000168961","LGALS9"
"12657","ENSG00000087095","NLK"
"12658","ENSG00000109084","TMEM97"
"12659","ENSG00000109083","IFT20"
"12660","ENSG00000109079","TNFAIP1"
"12661","ENSG00000004142","POLDIP2"
"12662","ENSG00000244045","TMEM199"
"12663","ENSG00000004139","SARM1"
"12664","ENSG00000076351","SLC46A1"
"12665","ENSG00000258472",""
"12666","ENSG00000263266","RPS7P1"
"12667","ENSG00000109103","UNC119"
"12668","ENSG00000087111","PIGS"
"12669","ENSG00000109107","ALDOC"
"12670","ENSG00000076382","SPAG5"
"12671","ENSG00000227543","SPAG5-AS1"
"12672","ENSG00000264608",""
"12673","ENSG00000167524","RSKR"
"12674","ENSG00000007202","KIAA0100"
"12675","ENSG00000132581","SDF2"
"12676","ENSG00000109111","SUPT6H"
"12677","ENSG00000265205",""
"12678","ENSG00000167525","PROCA1"
"12679","ENSG00000109113","RAB34"
"12680","ENSG00000198242","RPL23A"
"12681","ENSG00000264577",""
"12682","ENSG00000160606","TLCD1"
"12683","ENSG00000160602","NEK8"
"12684","ENSG00000076604","TRAF4"
"12685","ENSG00000173065","FAM222B"
"12686","ENSG00000132591","ERAL1"
"12687","ENSG00000132589","FLOT2"
"12688","ENSG00000167536","DHRS13"
"12689","ENSG00000109118","PHF12"
"12690","ENSG00000196535","MYO18A"
"12691","ENSG00000221995","TIAF1"
"12692","ENSG00000178082","TWF1P1"
"12693","ENSG00000108256","NUFIP2"
"12694","ENSG00000160551","TAOK1"
"12695","ENSG00000168792","ABHD15"
"12696","ENSG00000167543","TP53I13"
"12697","ENSG00000264290",""
"12698","ENSG00000108262","GIT1"
"12699","ENSG00000198720","ANKRD13B"
"12700","ENSG00000167549","CORO6"
"12701","ENSG00000141298","SSH2"
"12702","ENSG00000176927","EFCAB5"
"12703","ENSG00000126653","NSRP1"
"12704","ENSG00000108578","BLMH"
"12705","ENSG00000108582","CPD"
"12706","ENSG00000108587","GOSR1"
"12707","ENSG00000266733","TBC1D29P"
"12708","ENSG00000214719",""
"12709","ENSG00000250462","LRRC37BP1"
"12710","ENSG00000264538","SUZ12P1"
"12711","ENSG00000280069",""
"12712","ENSG00000176390","CRLF3"
"12713","ENSG00000266490",""
"12714","ENSG00000176208","ATAD5"
"12715","ENSG00000172171","TEFM"
"12716","ENSG00000184060","ADAP2"
"12717","ENSG00000181481","RNF135"
"12718","ENSG00000264456",""
"12719","ENSG00000266865",""
"12720","ENSG00000196712","NF1"
"12721","ENSG00000126861","OMG"
"12722","ENSG00000185862","EVI2B"
"12723","ENSG00000126860","EVI2A"
"12724","ENSG00000172301","COPRS"
"12725","ENSG00000108651","UTP6"
"12726","ENSG00000178691","SUZ12"
"12727","ENSG00000185158","LRRC37B"
"12728","ENSG00000266777","SH3GL1P1"
"12729","ENSG00000277511",""
"12730","ENSG00000126858","RHOT1"
"12731","ENSG00000280033",""
"12732","ENSG00000108666","C17orf75"
"12733","ENSG00000010244","ZNF207"
"12734","ENSG00000108671","PSMD11"
"12735","ENSG00000176749","CDK5R1"
"12736","ENSG00000176658","MYO1D"
"12737","ENSG00000006042","TMEM98"
"12738","ENSG00000108691","CCL2"
"12739","ENSG00000132141","CCT6B"
"12740","ENSG00000198783","ZNF830"
"12741","ENSG00000005156","LIG3"
"12742","ENSG00000092871","RFFL"
"12743","ENSG00000185379","RAD51D"
"12744","ENSG00000073536","NLE1"
"12745","ENSG00000166750","SLFN5"
"12746","ENSG00000267547",""
"12747","ENSG00000267745",""
"12748","ENSG00000267102",""
"12749","ENSG00000172123","SLFN12"
"12750","ENSG00000154760","SLFN13"
"12751","ENSG00000205045","SLFN12L"
"12752","ENSG00000267554",""
"12753","ENSG00000267321","SNHG30"
"12754","ENSG00000108733","PEX12"
"12755","ENSG00000006125","AP2B1"
"12756","ENSG00000270647","TAF15"
"12757","ENSG00000278023","RDM1"
"12758","ENSG00000273611","ZNHIT3"
"12759","ENSG00000278259","MYO19"
"12760","ENSG00000278311","GGNBP2"
"12761","ENSG00000278535","DHRS11"
"12762","ENSG00000278619","MRM1"
"12763","ENSG00000275700","AATF"
"12764","ENSG00000278540","ACACA"
"12765","ENSG00000276234","TADA2A"
"12766","ENSG00000276023","DUSP14"
"12767","ENSG00000275066","SYNRG"
"12768","ENSG00000278053","DDX52"
"12769","ENSG00000278845","MRPL45"
"12770","ENSG00000274211","SOCS7"
"12771","ENSG00000275832","ARHGAP23"
"12772","ENSG00000275023","MLLT6"
"12773","ENSG00000277972","CISD3"
"12774","ENSG00000277258","PCGF2"
"12775","ENSG00000277791","PSMB3"
"12776","ENSG00000276293","PIP4K2B"
"12777","ENSG00000273559","CWC25"
"12778","ENSG00000125691","RPL23"
"12779","ENSG00000002834","LASP1"
"12780","ENSG00000263874","LINC00672"
"12781","ENSG00000161381","PLXDC1"
"12782","ENSG00000067191","CACNB1"
"12783","ENSG00000108298","RPL19"
"12784","ENSG00000108306","FBXL20"
"12785","ENSG00000266469",""
"12786","ENSG00000125686","MED1"
"12787","ENSG00000167258","CDK12"
"12788","ENSG00000273576",""
"12789","ENSG00000131748","STARD3"
"12790","ENSG00000173991","TCAP"
"12791","ENSG00000161395","PGAP3"
"12792","ENSG00000141736","ERBB2"
"12793","ENSG00000141741","MIEN1"
"12794","ENSG00000141738","GRB7"
"12795","ENSG00000161405","IKZF3"
"12796","ENSG00000073605","GSDMB"
"12797","ENSG00000172057","ORMDL3"
"12798","ENSG00000108344","PSMD3"
"12799","ENSG00000108342","CSF3"
"12800","ENSG00000008838","MED24"
"12801","ENSG00000126351","THRA"
"12802","ENSG00000126368","NR1D1"
"12803","ENSG00000188895","MSL1"
"12804","ENSG00000108349","CASC3"
"12805","ENSG00000108352","RAPGEFL1"
"12806","ENSG00000171475","WIPF2"
"12807","ENSG00000094804","CDC6"
"12808","ENSG00000131759","RARA"
"12809","ENSG00000265666","RARA-AS1"
"12810","ENSG00000278918",""
"12811","ENSG00000266208",""
"12812","ENSG00000131747","TOP2A"
"12813","ENSG00000222881",""
"12814","ENSG00000141753","IGFBP4"
"12815","ENSG00000279806",""
"12816","ENSG00000131746","TNS4"
"12817","ENSG00000266088",""
"12818","ENSG00000126353","CCR7"
"12819","ENSG00000073584","SMARCE1"
"12820","ENSG00000278834",""
"12821","ENSG00000186395","KRT10"
"12822","ENSG00000167920","TMEM99"
"12823","ENSG00000171346","KRT15"
"12824","ENSG00000171345","KRT19"
"12825","ENSG00000173812","EIF1"
"12826","ENSG00000173801","JUP"
"12827","ENSG00000141696","P3H4"
"12828","ENSG00000141698","NT5C3B"
"12829","ENSG00000259623",""
"12830","ENSG00000178502","KLHL11"
"12831","ENSG00000131473","ACLY"
"12832","ENSG00000173786","CNP"
"12833","ENSG00000168259","DNAJC7"
"12834","ENSG00000168256","NKIRAS2"
"12835","ENSG00000108771","DHX58"
"12836","ENSG00000108773","KAT2A"
"12837","ENSG00000108774","RAB5C"
"12838","ENSG00000167925","GHDC"
"12839","ENSG00000173757","STAT5B"
"12840","ENSG00000126561","STAT5A"
"12841","ENSG00000168610","STAT3"
"12842","ENSG00000177469","CAVIN1"
"12843","ENSG00000033627","ATP6V0A1"
"12844","ENSG00000267632",""
"12845","ENSG00000108784","NAGLU"
"12846","ENSG00000108785","HSD17B1P1"
"12847","ENSG00000108786","HSD17B1"
"12848","ENSG00000266962",""
"12849","ENSG00000068120","COASY"
"12850","ENSG00000108788","MLX"
"12851","ENSG00000131470","PSMC3IP"
"12852","ENSG00000141699","RETREG3"
"12853","ENSG00000131462","TUBG1"
"12854","ENSG00000037042","TUBG2"
"12855","ENSG00000068137","PLEKHH3"
"12856","ENSG00000108797","CNTNAP1"
"12857","ENSG00000108799","EZH1"
"12858","ENSG00000131475","VPS25"
"12859","ENSG00000126562","WNK4"
"12860","ENSG00000183978","COA3"
"12861","ENSG00000176563","CNTD1"
"12862","ENSG00000126581","BECN1"
"12863","ENSG00000131467","PSME3"
"12864","ENSG00000131480","AOC2"
"12865","ENSG00000131471","AOC3"
"12866","ENSG00000266967","AARSD1"
"12867","ENSG00000267060","PTGES3L"
"12868","ENSG00000198863","RUNDC1"
"12869","ENSG00000131469","RPL27"
"12870","ENSG00000068079","IFI35"
"12871","ENSG00000108828","VAT1"
"12872","ENSG00000012048","BRCA1"
"12873","ENSG00000198496","NBR2"
"12874","ENSG00000267002",""
"12875","ENSG00000188554","NBR1"
"12876","ENSG00000184988","TMEM106A"
"12877","ENSG00000236383","CCDC200"
"12878","ENSG00000279602",""
"12879","ENSG00000188825","LINC00910"
"12880","ENSG00000175906","ARL4D"
"12881","ENSG00000067596","DHX8"
"12882","ENSG00000175832","ETV4"
"12883","ENSG00000167941","SOST"
"12884","ENSG00000108861","DUSP3"
"12885","ENSG00000161647","MPP3"
"12886","ENSG00000108852","MPP2"
"12887","ENSG00000161653","NAGS"
"12888","ENSG00000091947","TMEM101"
"12889","ENSG00000161654","LSM12"
"12890","ENSG00000141349","G6PC3"
"12891","ENSG00000108840","HDAC5"
"12892","ENSG00000125319","C17orf53"
"12893","ENSG00000161664","ASB16"
"12894","ENSG00000267080","ASB16-AS1"
"12895","ENSG00000168591","TMUB2"
"12896","ENSG00000087152","ATXN7L3"
"12897","ENSG00000108312","UBTF"
"12898","ENSG00000260793",""
"12899","ENSG00000267750","RUNDC3A-AS1"
"12900","ENSG00000013306","SLC25A39"
"12901","ENSG00000030582","GRN"
"12902","ENSG00000161682","FAM171A2"
"12903","ENSG00000186566","GPATCH8"
"12904","ENSG00000180340","FZD2"
"12905","ENSG00000180336","MEIOC"
"12906","ENSG00000180329","CCDC43"
"12907","ENSG00000161692","DBF4B"
"12908","ENSG00000073670","ADAM11"
"12909","ENSG00000267505",""
"12910","ENSG00000267405",""
"12911","ENSG00000108883","EFTUD2"
"12912","ENSG00000131095","GFAP"
"12913","ENSG00000186185","KIF18B"
"12914","ENSG00000131094","C1QL1"
"12915","ENSG00000172992","DCAKD"
"12916","ENSG00000136448","NMT1"
"12917","ENSG00000161714","PLCD3"
"12918","ENSG00000181513","ACBD4"
"12919","ENSG00000276728",""
"12920","ENSG00000186834","HEXIM1"
"12921","ENSG00000168517","HEXIM2"
"12922","ENSG00000267288",""
"12923","ENSG00000267121",""
"12924","ENSG00000184922","FMNL1"
"12925","ENSG00000267278","MAP3K14-AS1"
"12926","ENSG00000184361","SPATA32"
"12927","ENSG00000006062","MAP3K14"
"12928","ENSG00000159314","ARHGAP27"
"12929","ENSG00000225190","PLEKHM1"
"12930","ENSG00000214425","LRRC37A4P"
"12931","ENSG00000120071","KANSL1"
"12932","ENSG00000073969","NSF"
"12933","ENSG00000108433","GOSR2"
"12934","ENSG00000263142","LRRC37A17P"
"12935","ENSG00000262879",""
"12936","ENSG00000004897","CDC27"
"12937","ENSG00000259207","ITGB3"
"12938","ENSG00000178852","EFCAB13"
"12939","ENSG00000228782","MRPL45P2"
"12940","ENSG00000141279","NPEPPS"
"12941","ENSG00000108424","KPNB1"
"12942","ENSG00000198933","TBKBP1"
"12943","ENSG00000006025","OSBPL7"
"12944","ENSG00000159111","MRPL10"
"12945","ENSG00000141294","LRRC46"
"12946","ENSG00000141295","SCRN2"
"12947","ENSG00000189120","SP6"
"12948","ENSG00000264920",""
"12949","ENSG00000167182","SP2"
"12950","ENSG00000234494","SP2-AS1"
"12951","ENSG00000266601",""
"12952","ENSG00000108439","PNPO"
"12953","ENSG00000108465","CDK5RAP3"
"12954","ENSG00000005243","COPZ2"
"12955","ENSG00000263412",""
"12956","ENSG00000082641","NFE2L1"
"12957","ENSG00000108468","CBX1"
"12958","ENSG00000002919","SNX11"
"12959","ENSG00000120093","HOXB3"
"12960","ENSG00000182742","HOXB4"
"12961","ENSG00000260027","HOXB7"
"12962","ENSG00000170689","HOXB9"
"12963","ENSG00000136436","CALCOCO2"
"12964","ENSG00000159199","ATP5MC1"
"12965","ENSG00000270781",""
"12966","ENSG00000159202","UBE2Z"
"12967","ENSG00000159210","SNF8"
"12968","ENSG00000198740","ZNF652"
"12969","ENSG00000167085","PHB"
"12970","ENSG00000064300","NGFR"
"12971","ENSG00000121067","SPOP"
"12972","ENSG00000121073","SLC35B1"
"12973","ENSG00000121104","FAM117A"
"12974","ENSG00000136504","KAT7"
"12975","ENSG00000204584",""
"12976","ENSG00000108813","DLX4"
"12977","ENSG00000246640","PICART1"
"12978","ENSG00000005884","ITGA3"
"12979","ENSG00000276851",""
"12980","ENSG00000005882","PDK2"
"12981","ENSG00000108819","PPP1R9B"
"12982","ENSG00000108821","COL1A1"
"12983","ENSG00000167105","TMEM92"
"12984","ENSG00000251179","TMEM92-AS1"
"12985","ENSG00000015532","XYLT2"
"12986","ENSG00000279792",""
"12987","ENSG00000108826","MRPL27"
"12988","ENSG00000154920","EME1"
"12989","ENSG00000108829","LRRC59"
"12990","ENSG00000167107","ACSF2"
"12991","ENSG00000136457","CHAD"
"12992","ENSG00000136444","RSAD1"
"12993","ENSG00000136449","MYCBPAP"
"12994","ENSG00000006282","SPATA20"
"12995","ENSG00000108846","ABCC3"
"12996","ENSG00000154945","ANKRD40"
"12997","ENSG00000108848","LUC7L3"
"12998","ENSG00000141232","TOB1"
"12999","ENSG00000008294","SPAG9"
"13000","ENSG00000239672","NME1"
"13001","ENSG00000243678","NME2"
"13002","ENSG00000011258","MBTD1"
"13003","ENSG00000279089",""
"13004","ENSG00000011260","UTP18"
"13005","ENSG00000262902","MTCO1P40"
"13006","ENSG00000141198","TOM1L1"
"13007","ENSG00000166260","COX11"
"13008","ENSG00000279059",""
"13009","ENSG00000166263","STXBP4"
"13010","ENSG00000108960","MMD"
"13011","ENSG00000141179","PCTP"
"13012","ENSG00000183691","NOG"
"13013","ENSG00000214226","C17orf67"
"13014","ENSG00000153933","DGKE"
"13015","ENSG00000121060","TRIM25"
"13016","ENSG00000274213",""
"13017","ENSG00000121058","COIL"
"13018","ENSG00000121064","SCPEP1"
"13019","ENSG00000121057","AKAP1"
"13020","ENSG00000263089",""
"13021","ENSG00000153944","MSI2"
"13022","ENSG00000181610","MRPS23"
"13023","ENSG00000180891","CUEDC1"
"13024","ENSG00000136451","VEZF1"
"13025","ENSG00000264112",""
"13026","ENSG00000136450","SRSF1"
"13027","ENSG00000279069",""
"13028","ENSG00000264364","DYNLL2"
"13029","ENSG00000279207",""
"13030","ENSG00000011143","MKS1"
"13031","ENSG00000005379","TSPOAP1"
"13032","ENSG00000213246","SUPT4H1"
"13033","ENSG00000108375","RNF43"
"13034","ENSG00000108389","MTMR4"
"13035","ENSG00000108387","SEPTIN4"
"13036","ENSG00000121101","TEX14"
"13037","ENSG00000108384","RAD51C"
"13038","ENSG00000175175","PPM1E"
"13039","ENSG00000108395","TRIM37"
"13040","ENSG00000224738",""
"13041","ENSG00000182628","SKA2"
"13042","ENSG00000068489","PRR11"
"13043","ENSG00000265415",""
"13044","ENSG00000167447","SMG8"
"13045","ENSG00000153982","GDPD1"
"13046","ENSG00000175155","YPEL2"
"13047","ENSG00000108406","DHX40"
"13048","ENSG00000273702",""
"13049","ENSG00000141367","CLTC"
"13050","ENSG00000141378","PTRH2"
"13051","ENSG00000062716","VMP1"
"13052","ENSG00000108423","TUBD1"
"13053","ENSG00000108443","RPS6KB1"
"13054","ENSG00000189050","RNFT1"
"13055","ENSG00000068097","HEATR6"
"13056","ENSG00000267248",""
"13057","ENSG00000170832","USP32"
"13058","ENSG00000062725","APPBP2"
"13059","ENSG00000170836","PPM1D"
"13060","ENSG00000141376","BCAS3"
"13061","ENSG00000136492","BRIP1"
"13062","ENSG00000108506","INTS2"
"13063","ENSG00000108510","MED13"
"13064","ENSG00000279133",""
"13065","ENSG00000266066","POLRMTP1"
"13066","ENSG00000087995","METTL2A"
"13067","ENSG00000146872","TLK2"
"13068","ENSG00000011028","MRC2"
"13069","ENSG00000170921","TANC2"
"13070","ENSG00000008283","CYB561"
"13071","ENSG00000136485","DCAF7"
"13072","ENSG00000136463","TACO1"
"13073","ENSG00000198909","MAP3K3"
"13074","ENSG00000136490","LIMD2"
"13075","ENSG00000266173","STRADA"
"13076","ENSG00000108588","CCDC47"
"13077","ENSG00000198231","DDX42"
"13078","ENSG00000108592","FTSJ3"
"13079","ENSG00000087191","PSMC5"
"13080","ENSG00000108604","SMARCD2"
"13081","ENSG00000224383","PRR29"
"13082","ENSG00000108622","ICAM2"
"13083","ENSG00000178607","ERN1"
"13084","ENSG00000266402","SNHG25"
"13085","ENSG00000199753","SNORD104"
"13086","ENSG00000136478","TEX2"
"13087","ENSG00000261371","PECAM1"
"13088","ENSG00000271605","MILR1"
"13089","ENSG00000256525","POLG2"
"13090","ENSG00000108654","DDX5"
"13091","ENSG00000258890","CEP95"
"13092","ENSG00000108854","SMURF2"
"13093","ENSG00000215769","ARHGAP27P1-BPTFP1-KPNA2P3"
"13094","ENSG00000265298",""
"13095","ENSG00000214176","PLEKHM1P1"
"13096","ENSG00000176809","LRRC37A3"
"13097","ENSG00000214174","AMZ2P1"
"13098","ENSG00000120063","GNA13"
"13099",NA,NA
"13100","ENSG00000108370","RGS9"
"13101","ENSG00000168646","AXIN2"
"13102","ENSG00000154240","CEP112"
"13103","ENSG00000154229","PRKCA"
"13104","ENSG00000198265","HELZ"
"13105","ENSG00000197170","PSMD12"
"13106","ENSG00000154217","PITPNC1"
"13107","ENSG00000130935","NOL11"
"13108","ENSG00000171634","BPTF"
"13109","ENSG00000186665","C17orf58"
"13110","ENSG00000182481","KPNA2"
"13111","ENSG00000265055",""
"13112","ENSG00000237854","LINC00674"
"13113","ENSG00000267023","LRRC37A16P"
"13114","ENSG00000278730",""
"13115","ENSG00000274561",""
"13116","ENSG00000277476",""
"13117","ENSG00000274712",""
"13118","ENSG00000196704","AMZ2"
"13119","ENSG00000141337","ARSG"
"13120","ENSG00000108932","SLC16A6"
"13121","ENSG00000070540","WIPI1"
"13122","ENSG00000108946","PRKAR1A"
"13123","ENSG00000108950","FAM20A"
"13124","ENSG00000154263","ABCA10"
"13125","ENSG00000154265","ABCA5"
"13126","ENSG00000108984","MAP2K6"
"13127","ENSG00000234899","SOX9-AS1"
"13128","ENSG00000125398","SOX9"
"13129","ENSG00000227036","LINC00511"
"13130","ENSG00000133195","SLC39A11"
"13131","ENSG00000180616","SSTR2"
"13132","ENSG00000166685","COG1"
"13133","ENSG00000133193","FAM104A"
"13134","ENSG00000141219","C17orf80"
"13135","ENSG00000179604","CDC42EP4"
"13136","ENSG00000172809","RPL38"
"13137","ENSG00000141540","TTYH2"
"13138","ENSG00000170412","GPRC5C"
"13139","ENSG00000172794","RAB37"
"13140","ENSG00000109062","SLC9A3R1"
"13141","ENSG00000109065","NAT9"
"13142","ENSG00000109066","TMEM104"
"13143","ENSG00000161513","FDXR"
"13144","ENSG00000167861","HID1"
"13145","ENSG00000109089","CDR2L"
"13146","ENSG00000167862","MRPL58"
"13147","ENSG00000180901","KCTD2"
"13148","ENSG00000167863","ATP5PD"
"13149","ENSG00000170190","SLC16A5"
"13150","ENSG00000125449","ARMC7"
"13151","ENSG00000125458","NT5C"
"13152","ENSG00000189159","JPT1"
"13153","ENSG00000265800",""
"13154","ENSG00000263786",""
